NBA Team,Position,Player Name,Country,State,Sales,Target,Percentage
New Orleans Pelicans,Center,Anthony Davis,USA,IN,"$8,141,389","$9,682,376",84%
New Orleans Pelicans,Center,Anthony Davis,USA,IA,"$1,570,782","$1,672,565",94%
New Orleans Pelicans,Center,Anthony Davis,USA,KS,"$9,425,606","$11,878,436",79%
New Orleans Pelicans,Center,Anthony Davis,USA,KY,"$2,025,046","$3,025,653",67%
New Orleans Pelicans,Center,Anthony Davis,USA,LA,"$9,424,528","$11,854,721",80%
New Orleans Pelicans,Center,Anthony Davis,USA,ME,"$5,471,435","$7,113,997",77%
New Orleans Pelicans,Center,Anthony Davis,USA,MD,"$6,909,629","$8,543,463",81%
New Orleans Pelicans,Center,Anthony Davis,USA,MA,"$9,332,352","$10,869,832",86%
New Orleans Pelicans,Center,Anthony Davis,USA,MI,"$8,342,999","$8,444,757",99%
New Orleans Pelicans,Center,Anthony Davis,USA,MN,"$8,483,496","$10,189,574",83%
New Orleans Pelicans,Center,Anthony Davis,USA,MS,"$4,946,467","$7,003,572",71%
New Orleans Pelicans,Center,Anthony Davis,USA,MO,"$3,379,673","$4,951,413",68%
New Orleans Pelicans,Center,Anthony Davis,USA,MT,"$7,234,423","$9,265,361",78%
New Orleans Pelicans,Center,Anthony Davis,USA,NE,"$4,047,537","$4,900,372",83%
New Orleans Pelicans,Center,Anthony Davis,USA,NV,"$8,657,391","$11,072,871",78%
New Orleans Pelicans,Center,Anthony Davis,USA,NH,"$5,644,069","$6,596,310",86%
New Orleans Pelicans,Center,Anthony Davis,USA,NJ,"$7,992,492","$9,215,114",87%
New Orleans Pelicans,Center,Anthony Davis,USA,NM,"$8,965,110","$10,094,530",89%
New Orleans Pelicans,Center,Anthony Davis,USA,NY,"$2,072,851","$2,954,009",70%
New Orleans Pelicans,Center,Anthony Davis,USA,NC,"$5,669,848","$6,231,356",91%
New Orleans Pelicans,Center,Anthony Davis,USA,ND,"$2,308,831","$3,506,652",66%
New Orleans Pelicans,Center,Anthony Davis,USA,OH,"$5,089,268","$5,749,444",89%
New Orleans Pelicans,Center,Anthony Davis,USA,OK,"$3,066,269","$4,051,086",76%
New Orleans Pelicans,Center,Anthony Davis,USA,OR,"$5,399,554","$7,039,628",77%
New Orleans Pelicans,Center,Anthony Davis,USA,PA,"$2,483,307","$3,363,686",74%
New Orleans Pelicans,Center,Anthony Davis,USA,RI,"$4,683,446","$5,499,031",85%
New Orleans Pelicans,Center,Anthony Davis,USA,SC,"$3,396,940","$4,455,609",76%
New Orleans Pelicans,Center,Anthony Davis,USA,SD,"$8,713,347","$10,828,765",80%
New Orleans Pelicans,Center,Anthony Davis,USA,TN,"$8,965,101","$9,906,286",90%
New Orleans Pelicans,Center,Anthony Davis,USA,TX,"$3,037,631","$5,520,422",55%
New Orleans Pelicans,Center,Anthony Davis,USA,UT,"$5,570,975","$7,648,260",73%
New Orleans Pelicans,Center,Anthony Davis,USA,VT,"$8,652,683","$9,614,446",90%
New Orleans Pelicans,Center,Anthony Davis,USA,VA,"$4,958,848","$5,942,164",83%
New Orleans Pelicans,Center,Anthony Davis,USA,WA,"$5,129,786","$7,588,960",68%
New Orleans Pelicans,Center,Anthony Davis,USA,WV,"$7,666,302","$9,310,398",82%
New Orleans Pelicans,Center,Anthony Davis,USA,WI,"$6,754,611","$7,617,766",89%
New Orleans Pelicans,Center,Anthony Davis,USA,WY,"$7,553,830","$8,531,864",89%
Houston Rockets,Shooting Guard,James Harden,USA,AL,"$4,873,154","$5,898,125",83%
Houston Rockets,Shooting Guard,James Harden,USA,AK,"$7,419,198","$7,457,052",99%
Houston Rockets,Shooting Guard,James Harden,USA,AZ,"$5,255,362","$7,595,299",69%
Houston Rockets,Shooting Guard,James Harden,USA,AR,"$6,634,817","$9,083,921",73%
Houston Rockets,Shooting Guard,James Harden,USA,CA,"$3,285,913","$4,885,777",67%
Houston Rockets,Shooting Guard,James Harden,USA,CO,"$1,172,749","$1,566,482",75%
Houston Rockets,Shooting Guard,James Harden,USA,CT,"$5,516,527","$6,575,490",84%
Houston Rockets,Shooting Guard,James Harden,USA,DE,"$7,598,770","$9,118,550",83%
Houston Rockets,Shooting Guard,James Harden,USA,FL,"$8,936,716","$10,637,565",84%
Houston Rockets,Shooting Guard,James Harden,USA,GA,"$2,807,864","$4,902,064",57%
Houston Rockets,Shooting Guard,James Harden,USA,HI,"$1,073,448","$1,960,423",55%
Houston Rockets,Shooting Guard,James Harden,USA,ID,"$4,095,146","$5,388,908",76%
Houston Rockets,Shooting Guard,James Harden,USA,IL,"$6,033,565","$6,451,460",94%
Houston Rockets,Shooting Guard,James Harden,USA,IN,"$7,989,446","$9,731,201",82%
Houston Rockets,Shooting Guard,James Harden,USA,IA,"$3,174,729","$5,073,687",63%
Houston Rockets,Shooting Guard,James Harden,USA,KS,"$8,263,731","$9,559,492",86%
Houston Rockets,Shooting Guard,James Harden,USA,KY,"$9,367,457","$9,562,346",98%
Houston Rockets,Shooting Guard,James Harden,USA,LA,"$7,301,278","$7,892,133",93%
Houston Rockets,Shooting Guard,James Harden,USA,ME,"$4,529,719","$5,535,520",82%
Houston Rockets,Shooting Guard,James Harden,USA,MD,"$7,709,122","$9,322,971",83%
Houston Rockets,Shooting Guard,James Harden,USA,MA,"$3,627,805","$4,054,651",89%
Houston Rockets,Shooting Guard,James Harden,USA,MI,"$8,922,505","$10,414,500",86%
Houston Rockets,Shooting Guard,James Harden,USA,MN,"$5,270,657","$6,076,540",87%
Houston Rockets,Shooting Guard,James Harden,USA,MS,"$9,839,920","$10,107,020",97%
Houston Rockets,Shooting Guard,James Harden,USA,MO,"$2,094,232","$2,460,072",85%
Houston Rockets,Shooting Guard,James Harden,USA,MT,"$4,175,030","$5,806,232",72%
Houston Rockets,Shooting Guard,James Harden,USA,NE,"$6,658,309","$8,280,590",80%
Houston Rockets,Shooting Guard,James Harden,USA,NV,"$2,930,534","$3,833,369",76%
Houston Rockets,Shooting Guard,James Harden,USA,NH,"$5,678,785","$5,723,695",99%
Houston Rockets,Shooting Guard,James Harden,USA,NJ,"$4,760,912","$6,528,238",73%
Houston Rockets,Shooting Guard,James Harden,USA,NM,"$1,948,230","$3,777,295",52%
Houston Rockets,Shooting Guard,James Harden,USA,NY,"$7,905,086","$9,299,334",85%
Houston Rockets,Shooting Guard,James Harden,USA,NC,"$2,380,356","$2,468,307",96%
Houston Rockets,Shooting Guard,James Harden,USA,ND,"$9,649,558","$9,797,630",98%
Houston Rockets,Shooting Guard,James Harden,USA,OH,"$4,135,779","$5,850,886",71%
Houston Rockets,Shooting Guard,James Harden,USA,OK,"$9,798,767","$10,235,459",96%
Houston Rockets,Shooting Guard,James Harden,USA,OR,"$9,552,473","$10,199,738",94%
Houston Rockets,Shooting Guard,James Harden,USA,PA,"$7,251,618","$7,956,396",91%
Houston Rockets,Shooting Guard,James Harden,USA,RI,"$5,850,650","$7,853,057",75%
Houston Rockets,Shooting Guard,James Harden,USA,SC,"$6,181,011","$7,282,332",85%
Houston Rockets,Shooting Guard,James Harden,USA,SD,"$6,920,159","$6,968,828",99%
Houston Rockets,Shooting Guard,James Harden,USA,TN,"$7,643,081","$8,895,273",86%
Houston Rockets,Shooting Guard,James Harden,USA,TX,"$4,773,714","$7,188,218",66%
Houston Rockets,Shooting Guard,James Harden,USA,UT,"$7,189,534","$8,206,942",88%
Houston Rockets,Shooting Guard,James Harden,USA,VT,"$6,995,011","$8,123,961",86%
Houston Rockets,Shooting Guard,James Harden,USA,VA,"$4,598,656","$6,950,438",66%
Houston Rockets,Shooting Guard,James Harden,USA,WA,"$6,491,870","$8,250,851",79%
Houston Rockets,Shooting Guard,James Harden,USA,WV,"$1,494,343","$3,052,946",49%
Houston Rockets,Shooting Guard,James Harden,USA,WI,"$2,276,613","$2,928,432",78%
Houston Rockets,Shooting Guard,James Harden,USA,WY,"$3,114,371","$4,129,229",75%
Houston Rockets,Center,Dwight Howard,USA,AL,"$1,834,913","$3,456,495",53%
Houston Rockets,Center,Dwight Howard,USA,AK,"$331,886","$1,878,771",18%
Houston Rockets,Center,Dwight Howard,USA,AZ,"$1,068,449","$3,521,794",30%
Houston Rockets,Center,Dwight Howard,USA,AR,"$435,882","$512,234",85%
Houston Rockets,Center,Dwight Howard,USA,CA,"$2,133,797","$2,945,236",72%
Houston Rockets,Center,Dwight Howard,USA,CO,"$2,271,342","$2,590,439",88%
Houston Rockets,Center,Dwight Howard,USA,CT,"$2,056,129","$4,267,402",48%
Houston Rockets,Center,Dwight Howard,USA,DE,"$1,037,063","$2,328,580",45%
Houston Rockets,Center,Dwight Howard,USA,FL,"$2,322,972","$3,252,846",71%
Houston Rockets,Center,Dwight Howard,USA,GA,"$1,943,683","$4,098,254",47%
Houston Rockets,Center,Dwight Howard,USA,HI,"$671,882","$1,036,076",65%
Houston Rockets,Center,Dwight Howard,USA,ID,"$1,326,918","$1,799,186",74%
Houston Rockets,Center,Dwight Howard,USA,IL,"$1,196,609","$2,531,756",47%
Houston Rockets,Center,Dwight Howard,USA,IN,"$678,378","$1,949,380",35%
Houston Rockets,Center,Dwight Howard,USA,IA,"$1,106,093","$2,917,814",38%
Houston Rockets,Center,Dwight Howard,USA,KS,"$1,675,888","$2,701,350",62%
Houston Rockets,Center,Dwight Howard,USA,KY,"$1,075,853","$3,515,927",31%
Houston Rockets,Center,Dwight Howard,USA,LA,"$961,532","$1,064,016",90%
Houston Rockets,Center,Dwight Howard,USA,ME,"$1,473,751","$1,912,591",77%
Houston Rockets,Center,Dwight Howard,USA,MD,"$1,430,828","$2,459,585",58%
Houston Rockets,Center,Dwight Howard,USA,MA,"$1,098,686","$3,539,425",31%
Houston Rockets,Center,Dwight Howard,USA,MI,"$1,887,127","$2,945,354",64%
Houston Rockets,Center,Dwight Howard,USA,MN,"$835,195","$844,255",99%
Houston Rockets,Center,Dwight Howard,USA,MS,"$1,108,067","$2,425,620",46%
Houston Rockets,Center,Dwight Howard,USA,MO,"$1,575,808","$2,514,308",63%
Houston Rockets,Center,Dwight Howard,USA,MT,"$856,899","$2,488,916",34%
Houston Rockets,Center,Dwight Howard,USA,NE,"$339,933","$1,807,258",19%
Houston Rockets,Center,Dwight Howard,USA,NV,"$1,368,200","$2,667,657",51%
Houston Rockets,Center,Dwight Howard,USA,NH,"$2,091,255","$3,638,857",57%
Houston Rockets,Center,Dwight Howard,USA,NJ,"$286,514","$409,354",70%
Houston Rockets,Center,Dwight Howard,USA,NM,"$2,126,534","$2,301,846",92%
Houston Rockets,Center,Dwight Howard,USA,NY,"$457,325","$1,894,475",24%
Houston Rockets,Center,Dwight Howard,USA,NC,"$1,606,601","$3,735,182",43%
Houston Rockets,Center,Dwight Howard,USA,ND,"$1,635,813","$3,414,882",48%
Houston Rockets,Center,Dwight Howard,USA,OH,"$909,011","$2,581,001",35%
Houston Rockets,Center,Dwight Howard,USA,OK,"$1,435,698","$2,478,042",58%
Houston Rockets,Center,Dwight Howard,USA,OR,"$836,200","$3,034,800",28%
Houston Rockets,Center,Dwight Howard,USA,PA,"$1,705,752","$3,923,430",43%
Houston Rockets,Center,Dwight Howard,USA,RI,"$1,550,309","$2,695,162",58%
Houston Rockets,Center,Dwight Howard,USA,SC,"$1,579,335","$2,786,835",57%
Houston Rockets,Center,Dwight Howard,USA,SD,"$1,255,710","$3,626,145",35%
Houston Rockets,Center,Dwight Howard,USA,TN,"$1,507,798","$3,202,637",47%
Houston Rockets,Center,Dwight Howard,USA,TX,"$878,654","$1,127,717",78%
Houston Rockets,Center,Dwight Howard,USA,UT,"$2,172,482","$2,363,177",92%
Houston Rockets,Center,Dwight Howard,USA,VT,"$1,001,711","$2,340,925",43%
Houston Rockets,Center,Dwight Howard,USA,VA,"$2,319,721","$3,501,636",66%
Houston Rockets,Center,Dwight Howard,USA,WA,"$2,134,829","$2,665,373",80%
Houston Rockets,Center,Dwight Howard,USA,WV,"$1,452,004","$2,847,234",51%
Houston Rockets,Center,Dwight Howard,USA,WI,"$1,344,675","$2,571,593",52%
Houston Rockets,Center,Dwight Howard,USA,WY,"$2,057,862","$2,387,813",86%
Memphis Grizzlies,Center,Marc Gasol,USA,AL,"$1,489,572","$3,710,745",40%
Memphis Grizzlies,Center,Marc Gasol,USA,AK,"$284,762","$2,689,484",11%
Memphis Grizzlies,Center,Marc Gasol,USA,AZ,"$287,695","$1,747,186",16%
Memphis Grizzlies,Center,Marc Gasol,USA,AR,"$1,985,459","$2,958,509",67%
Memphis Grizzlies,Center,Marc Gasol,USA,CA,"$347,067","$1,360,833",26%
Memphis Grizzlies,Center,Marc Gasol,USA,CO,"$588,336","$2,359,553",25%
Memphis Grizzlies,Center,Marc Gasol,USA,CT,"$1,022,172","$3,227,118",32%
Memphis Grizzlies,Center,Marc Gasol,USA,DE,"$738,647","$2,020,650",37%
Memphis Grizzlies,Center,Marc Gasol,USA,FL,"$1,622,822","$3,774,769",43%
Memphis Grizzlies,Center,Marc Gasol,USA,GA,"$260,561","$2,196,622",12%
Memphis Grizzlies,Center,Marc Gasol,USA,HI,"$1,036,028","$2,081,754",50%
Memphis Grizzlies,Center,Marc Gasol,USA,ID,"$575,094","$1,422,460",40%
Memphis Grizzlies,Center,Marc Gasol,USA,IL,"$1,259,418","$1,660,532",76%
Memphis Grizzlies,Center,Marc Gasol,USA,IN,"$1,739,347","$4,043,437",43%
Memphis Grizzlies,Center,Marc Gasol,USA,IA,"$1,598,751","$3,736,678",43%
Memphis Grizzlies,Center,Marc Gasol,USA,KS,"$742,648","$1,480,972",50%
Memphis Grizzlies,Center,Marc Gasol,USA,KY,"$1,305,353","$2,569,000",51%
Memphis Grizzlies,Center,Marc Gasol,USA,LA,"$1,243,141","$3,031,670",41%
Memphis Grizzlies,Center,Marc Gasol,USA,ME,"$1,349,767","$2,117,597",64%
Memphis Grizzlies,Center,Marc Gasol,USA,MD,"$2,135,793","$3,682,096",58%
Memphis Grizzlies,Center,Marc Gasol,USA,MA,"$1,877,933","$4,140,068",45%
Memphis Grizzlies,Center,Marc Gasol,USA,MI,"$1,101,377","$1,810,977",61%
Memphis Grizzlies,Center,Marc Gasol,USA,MN,"$667,844","$1,359,266",49%
Memphis Grizzlies,Center,Marc Gasol,USA,MS,"$2,453,641","$4,091,152",60%
Memphis Grizzlies,Center,Marc Gasol,USA,MO,"$1,926,741","$2,022,068",95%
Memphis Grizzlies,Center,Marc Gasol,USA,MT,"$1,816,013","$2,738,493",66%
Memphis Grizzlies,Center,Marc Gasol,USA,NE,"$1,466,159","$1,760,388",83%
Memphis Grizzlies,Center,Marc Gasol,USA,NV,"$1,750,979","$3,056,892",57%
Memphis Grizzlies,Center,Marc Gasol,USA,NH,"$1,728,879","$2,093,897",83%
Memphis Grizzlies,Center,Marc Gasol,USA,NJ,"$1,870,713","$4,111,133",46%
Memphis Grizzlies,Center,Marc Gasol,USA,NM,"$1,541,332","$2,048,735",75%
Memphis Grizzlies,Center,Marc Gasol,USA,NY,"$1,094,331","$1,134,440",96%
Memphis Grizzlies,Center,Marc Gasol,USA,NC,"$1,096,581","$3,447,838",32%
Memphis Grizzlies,Center,Marc Gasol,USA,ND,"$1,683,801","$2,017,062",83%
Memphis Grizzlies,Center,Marc Gasol,USA,OH,"$310,359","$1,378,556",23%
Memphis Grizzlies,Center,Marc Gasol,USA,OK,"$873,412","$1,621,393",54%
Memphis Grizzlies,Center,Marc Gasol,USA,OR,"$1,790,664","$2,707,149",66%
Memphis Grizzlies,Center,Marc Gasol,USA,PA,"$1,077,780","$1,215,192",89%
Memphis Grizzlies,Center,Marc Gasol,USA,RI,"$2,237,476","$4,314,236",52%
Memphis Grizzlies,Center,Marc Gasol,USA,SC,"$295,091","$2,630,443",11%
Memphis Grizzlies,Center,Marc Gasol,USA,SD,"$568,791","$1,868,308",30%
Memphis Grizzlies,Center,Marc Gasol,USA,TN,"$1,642,392","$1,976,721",83%
Memphis Grizzlies,Center,Marc Gasol,USA,TX,"$1,787,120","$2,333,508",77%
Memphis Grizzlies,Center,Marc Gasol,USA,UT,"$1,455,249","$3,437,376",42%
Memphis Grizzlies,Center,Marc Gasol,USA,VT,"$386,574","$2,551,406",15%
Memphis Grizzlies,Center,Marc Gasol,USA,VA,"$761,290","$2,950,262",26%
Memphis Grizzlies,Center,Marc Gasol,USA,WA,"$851,093","$915,644",93%
Memphis Grizzlies,Center,Marc Gasol,USA,WV,"$516,803","$2,725,381",19%
Memphis Grizzlies,Center,Marc Gasol,USA,WI,"$1,114,798","$2,327,753",48%
Memphis Grizzlies,Center,Marc Gasol,USA,WY,"$1,249,827","$2,913,402",43%
